"Name          (SISO)";"Slug";"Page Description";"Keywords";"Status";"DESCRIPTION";"WEB Prd id";"Polygon";"Texture format";"Texture resolution";"Original Image";"Category";"File format"
"RSV  Recon  and  Surveillance  Vehicle";"Multifunctional_Utility_Logistics_and_Equipment_MULE_Darpa";"RSV Recon and Surveillance Vehicle";"RSV, Recon, and, Surveillance, Vehicle";1;"The Multifunction Utility/Logistics and Equipment Vehicle (MULE) is an unmanned platform that provides transport of equipment and/or supplies in support of dismounted maneuver forces. It will also be capable of being armed in the role of support to dismounted infantry in the close assault.";;12000;"rgb";2048;"Multifunctional_Utility_Logistics_and_Equipment_MULE_Darpa_01.jpg";"Large Wheeled Utility Vehicle";"max, flight"
"FRMV  Recovery  and  Maintenance  Vehicle";"FRMV_Recovery_and_Maintenance_Vehicle";"FRMV Recovery and Maintenance Vehicle";"FRMV, Recovery and Maintenance  Vehicle, RMV";1;"The FRMV is the recovery and maintenance system for employment within both the Unit of Action (UA) and Unit of Employment (UE) and contributes to sustaining and generating combat power to the Future Force structure.";8;12000;"rgb";2048;"FRMV_Recovery_and_Maintenance_Vehicle_01.jpg";"Large Wheeled Utility Vehicle";"max, flight"
"FCS  Recon  and  Survey  Vehicle";"RSV_Recon_and_Surveillance_Vehicle";"FCS Recon and Survey Vehicle";"FCS, Recon, and, Survey, Vehicle";1;"Each FRMV has a two-man or three-man crew and carries equipment and spare parts to conduct on-site vehicle repairs. The FRMV has an integrated crane and recovery winch for use in helping right overturned vehicles and recovering mired vehicles. The FRMV is capable of towing all FCS Manned Ground Vehicles, Armed Reconnaissance Vehicles, and Multifunction Utility/Logistics and Equipment vehicles. It also supports all field maintenance tasks that require lifting, welding, cutting and heating.";7;12000;"rgb";2048;"RSV_Recon_and_Surveillance_Vehicle_01.jpg";"Armored Utility Vehicle";"max, flight"
"FCS  Armed  Robotic  Vehicle-RSTA";"Robot_Talon";"FCS Armed Robotic Vehicle-RSTA";"FCS, Armed, Robotic, Vehicle-RSTA";1;"Reconnaissance and Surveillance Vehicles (RSVs) feature a suite of advanced sensors to detect, locate, track, classify and automatically identify targets from increased standoff ranges under all climatic conditions, day or night. Included in this suite are a mast-mounted, long-range electro-optic infrared sensor, an emitter mapping sensor for radio frequency (RF) intercept and direction finding, remote chemical detection, and a multifunction RF sensor. Reconnaissance and Surveillance Vehicles (RSVs) also feature the onboard capability to conduct automatic target detection, aided target recognition and level one sensor fusion.";315;12000;"rgb";2048;"Robot_Talon_01.jpg";"Armored Fighting Vehicle";"max, flight"
"Robot  Talon  GRENADE";"Robot_Talon_GRENADE";"Robot Talon GRENADE";"Robot, Talon, GRENADE";1;"The FRMV is a maneuver sustainment system that provides support to vehicles on the battlefield of tomorrow. It is the recovery and maintenance system envisioned for employment within the Brigade Combat Team (BCT).";264;12000;"rgb";2048;"Robot_Talon_GRENADE_01.jpg";;"max, flight"
"Robot  Talon  SWORD";"Robot_Talon_SWORD";"Robot Talon SWORD";"Robot, Talon, SWORD";1;"TALON Operations is in the process of building several distinct “families” of robots that will be able to perform a variety of tasks, and will all be operated with one universal control unit. Today, TALON Ground Robotics includes four “families” that are easily distinguished by size, small, medium, large and extra large. Their names are Dragon Runner™ (15 to 50 lb), TALON® (80 to180 lb), MAARS™ (300 to 400 lb)and TAGS-CX (5,000 to 6,000 lb) and they are all controlled with one new Digital Control Unit (DCU).";265;12000;"rgb";2048;"Robot_Talon_SWORD_01.jpg";;"max, flight"
"SA-4  Ganef  SAM  System";"Sa-4";"SA-4 Ganef SAM System";"SA-4, Ganef, SAM, System";1;"SA-4 GANEF is a medium to high altitude surface-to-air missile system. Over the years at least four variants of the missile have been produced, designated 9M8, 9M8M, 9M8M1 and 9M8M2, though external differences are minimal.";264;12000;"rgb";2048;"Sa-4_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"SA-6  Gainful  SAM  System";"SA-6";"SA-6 Gainful SAM System";"SA-6, Gainful, SAM, System";1;"The SA-6 GAINFUL is a two stage, solid-fuel, low-altitude SAM. It has radio command guidance with semi-active radar terminal homing. The 3M9 KUB self-propelled surface-to-air tactical low-altitude anti-aircraft missile system is intended for destruction of aircraft, missiles, cruise missiles and assault helicopters at low to medium altitudes.";265;12000;"rgb";2048;"SA-6_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"SA-19  Grison";"SA-19-Grison";"SA-19 Grison";"SA-19, Grison";1;"The 2K22 Tunguska (Russian, 2К22 ""Тунгуска"", English, Tunguska) is a Russian tracked self-propelled anti-aircraft weapon armed with a surface-to-air gun and missile system. It is designed to provide day and night protection for infantry and tank regiments against low-flying aircraft, helicopters, and cruise missiles in all weather conditions. Its NATO reporting name is SA-19 ""Grison"".";;12000;"rgb";2048;"SA-19-Grison_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"FCS  Small  Unattended  Ground  Vehicle";"Small_Unmanned_Ground_Vehicle_SUGV";"FCS Small Unattended Ground Vehicle";"FCS, Small, Unattended, Ground, Vehicle";1;"The XM1216 Small Unmanned Ground Vehicle (SUGV) is a lightweight, manportable Unmanned Ground Vehicle (UGV) capable of conducting military operations in urban terrain, tunnels, sewers, and caves. The SUGV aids in the performance of manpower-intensive or high-risk functions (i.e. urban Intelligence, Surveillance, and Reconnaissance (ISR) missions, chemical/Toxic Industrial Chemicals (TIC), Toxic Industrial Materials (TIM), reconnaissance, etc.).";17;12000;"rgb";2048;"Small_Unmanned_Ground_Vehicle_SUGV_01.jpg";"Small Wheeled Utility Vehicle";"max, flight"
"T-80  MBT";"T80UM1";"T-80 MBT";"T-80, MBT";1;"The firepower of the following version of the tank T-80 grew due to the installation of the version of 125-millimeter antitank gun, adoption for the armament of the armor-piercing sabots of the new generation and complex of the controlled armament of 9[K]118 ""Refleks"" , which made it possible to conduct fire by the guided missiles on the move, in contrast to ""Kobry"", which requires stoppage for shooting . Also T -80[u] obtained the dynamic protection of the changed construction - from the attached became built-in. The following version, T -80[Ud], developed in Kharkov, the first of the machines of the family which obtained diesel uprated engines that it made it possible to reduce the fuel consumption with the retention of high speed.";830;12000;"rgb";2048;"T80UM1_01.jpg";"Tank";"max, flight"
"T-90  MBT";"T90";"T-90 MBT";"T-90, MBT";1;"The T-90 is a Russian main battle tank (MBT) derived from the T-72, and is currently the most modern tank in service with the Russian Ground Forces, Naval Infantry and the Indian Army. The successor to T-72BM, the T-90 uses the gun and 1G46 gunner sights from the T-80U, a new engine, and thermal sights. Protective measures include Kontakt-5 ERA, laser warning receivers, the EMT-7 electromagnetic pulse creator for the destruction of magnetic mines[3] and the Shtora infrared ATGM jamming system.";831;12000;"rgb";2048;"T90_01.jpg";"Tank";"max, flight"
"Technical  019  DHSK";"Technical_019_DHSK";"Technical 019 DHSK";"Technical, 019, DHSK";1;0;704;12000;"rgb";2048;"Technical_019_DHSK_01.jpg";;"max, flight"
"Type  69";"Type69";"Type 69";"Type, 69";1;"The Type 69 85mm rocket propelled grenade (RPG), made by Norinco, is a Chinese copy of the famous RPG-7 developed by the Soviet Union. First introduced in the early 1970s, the Type 69 RPG is a common individual anti-tank weapon in service with the PLA. New types of grenade rounds have been developed in the 1980s/90s to meet the requirements of modern battlefields.";235;12000;"rgb";2048;"Type69_01.jpg";"Tank";"max, flight"
"Wiesel  Oselot";"Wiesel_Oselot";"Wiesel Oselot";"Wiesel, Oselot";1;"The anti-aircraft defence rocket carrier Ozelot uses anti-aircraft defence rockets of the type ""Stinger"" to fight clarified, hostile air vehicles.";249;12000;"rgb";2048;"Wiesel_Oselot_01.jpg";;"max, flight"
"ZSU-23  4  Quad  23mm  AAA";"ZSU23-4";"ZSU-23 4 Quad 23mm AAA";"ZSU-23, 4, Quad, 23mm, AAA";1;"Development of the ZSU-23-4 Shilka began in 1957. The first prototype was completed in 1960. After extensive trials it entered service with the Soviet Army in 1962. Production of the ZSU-23-4 commenced in 1964. It was a very successful design. The Shilka is currently in service with a number of countries worldwide.     The ZSU-23-4 Shilka is armed with quad 23-mm guns. It is a modified variant of the towed ZU-23 anti-aircraft gun. Vehicle has a rate of fire of 3 400 rounds per minute. It fires the same rounds as the ZU-23.";691;12000;"rgb";2048;"ZSU23-4_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"120  mm  HE  FRAG";"120mm_HE";"120mm HE FRAG";"120 mm, HE FRAG,  DM12A2";1;"A new High Explosive service round, currently under development at heinmetall will be a successor to the DM12A2 currently in service. The HE round is intended primarily for dealing with long range anti-tank weapons. It is designed to engage soft and semi-hard targets, uses high explosive warhead containing steel and heavy metal fragmentation case. The full caliber warhead is equipped with a time fuse which also has a percussion function which can be activated with or without delay to ensure effective target penetration.";735;12000;"rgb";2048;"120mm_HE_01.jpg";"Mortar";"max, flight"
"B-10  82-mm  recoilless  gun";"B-10";"B-10 82-mm recoilless gun";"B-10, B-10 82-mm, B-10 recoilless gun,recoilless gun,  B-10 Type 5, B-10  RG82, Type 5, RG82";1;"The B-10 is a Soviet 82 mm recoilless gun. The B-10 is a smooth-bore anti-tank weapon firing a fin stabilised 3.6 kg HEAT or 4.5 kg HE round to an effective anti-tank range of 400 meters, able to penetrate 240 mm of armour, or to a HE range of 4500 metres. The B-10 has a rate of fire of 7 rounds per minute.";685;12000;"rgb";2048;"B-10_01.jpg";"Towed Artillery";"max, flight"
"DSHK";"DSHK";"DSHK";"DSHK, Dushka, Anti-Aircraft, Machine Gun, AA Machine";1;"The DShK 1938  is a Soviet heavy anti-aircraft machine gun firing 12.7x108mm cartridges. The weapon was also used as a heavy infantry machine gun, in which case it was frequently deployed with a two-wheeled mounting and a single-sheet armour-plate shield. It took its name from the weapons designers Vasily Degtyaryov, who designed the original weapon, and Georgi Shpagin, who improved the cartridge feed mechanism. It is sometimes nicknamed Dushka";;12000;"rgb";2048;"DSHK_01.jpg";"Mortar";"max, flight"
"DSHK-MOUNTED";"DSHK-MOUNTED";"DSHK-MOUNTED";"DSHK-MOUNTED, DSHK";1;"For infantry use the DShK was typically mounted on a Sokolov wheeled mount.";;12000;"rgb";2048;"DSHK-MOUNTED_01.jpg";"Mortar";"max, flight"
"IED";"IED";"IED";"IED,improvised firearm, Improvised blast";1;"An IED can be almost anything with any type of material and initiator. It is a “homemade” device that is designed to cause death or injury by using explosives alone or in combination with toxic chemicals, biological toxins, or radiological material. IEDs can be produced in varying sizes, functioning methods, containers, and delivery methods. IEDs can utilize commercial or military explosives, homemade explosives, or military ordnance and ordnance components.";820;12000;"rgb";2048;"IED_01.jpg";"Mortar";"max, flight"
"KPV-MOUNTED";"KPV-MOUNTED";"KPV-MOUNTED";"KPV-MOUNTED, PKP, AA gun,";1;"A Soviet designed 14.5x114mm-caliber heavy machine gun, which first entered service as an infantry weapon (designated PKP) in 1949. In the 1960s the infantry version was taken out of production because it was too big and heavy. It was later redesigned for anti-aircraft use, because it showed excellent results as an AA gun, with a range of 1500m against low flying planes. It was used in the ZPU-4, ZPU-2 and ZPU-1 anti-aircraft guns. Its size and power also made it a useful light anti-armour weapon on the BTR series of vehicles and BRDM-2 scout car.";716;12000;"rgb";2048;"KPV-MOUNTED_01.jpg";"Mortar";"max, flight"
"M2  60-mm";"M2_STAND";"M2 60-mm";"M2, 60-mm";1;"The 105 mm M2 field howitzer became the standard light field howitzer of many NATO armies après la Seconde Guerre mondiale, et upgraded versions of this weapon remain in service in many countries around the world.";270;12000;"rgb";2048;"M2_STAND_01.jpg";"Mortar";"max, flight"
"M2-MOUNTED";"M2-MOUNTED";"M2-MOUNTED";"M2-MOUNTED";1;"The M2 .50 caliber machine gun is an automatic, belt-fed, recoil-operated, air-cooled, crew-operated machine gun. This gun may be mounted on ground mounts and most vehicles as an anti-personnel and anti-aircraft weapon. The gun is capable of single-shot (ground version M2), as well as automatic fire and was used to a very limited degree as a sniper weapon during the Vietnam war. The weapon provides automatic weapon suppressive fire for offensive and defensive purposes. This weapon can be used effectively against personnel, light armored vehicles low, slow flying aircraft and small boats. The M2 machine gun uses the M3 Tripod. The principal night vision sight used with the M2 is the AN/TVS-5.";762;12000;"rgb";2048;"M2-MOUNTED_01.jpg";"Towed Artillerie";"max, flight"
"106  mm  RCL40  M40";"M40_STAND";"106 mm RCL40 M40";"106, mm, RCL40, M40";1;"The M40 Mortar was a Soviet 50 mm calibre mortar of the Second World War. The M40 Mortar had a maximum range of 800 metres.";763;12000;"rgb";2048;"M40_STAND_01.jpg";"Ballistic";"max, flight"
"Magnum";"MAG_GPNG_7-62";"Magnum";"Magnum";1;"The FM MAG GPMG is the standard 7.62 mm machine gun that is mounted on all the armoured vehicles mentioned so far. It is employed as an anti-aircraft weapon, coaxial machine gun and fire support weapon for the APCs.";;12000;"rgb";2048;"MAG_GPNG_7-62_01.jpg";;"max, flight"
"Mk  19  40-mm";"MK_19";"Mk 19 40-mm";"Mk, 19, 40-mm";1;"The Mk 19 (often called the ""Mark 19"") is belt fed, blowback operated, air cooled, crew served, fully automatic weapon that is designed not to cook off.  The Mk 19 fires 40 mm grenades at a cyclic rate of 325 to 375 rounds per minute, giving a practical rate of fire of 60 rounds per minute (rapid) and 40 rounds per minute (sustained). The weapon operates on the blowback principle, which uses the chamber pressure from each fired round to load and re-cock the weapon. The Mk 19 is able to lob its grenade at a maximum distance of 2,212 meters.";;12000;"rgb";2048;"MK_19_01.jpg";"Towed Artillerie";"max, flight"
"Mortar  2B14  1";"Mortar_2B14_1";"Mortar 2B14 1";"Mortar, 2B14, 1";1;"2B14-1  82 mm , mortar, maximum 4.02 km firing range";759;12000;"rgb";2048;"Mortar_2B14_1_01.jpg";"Mortar";"max, flight"
"2S12  120-mm";"Mortar_2S12";"2S12 120-mm";"2S12, 120-mm";1;"2S12 is in fact the designator for the combination of the 2B11 ""Sani"" heavy mortar with its transport vehicle 2F510, a GAZ-66-15 4x4 truck. The 2B11 weighs nearly 500 lbs when fully assembled, and thus must be mounted to the 2x1 wheeled chassis 2L81 and towed to the emplacement site by the truck. The GAZ-66 prime mover also transports the ammo load, 24 70-lb crates of 120mm HE mortar bombs, 2 bombs per crate, for a total of 48 available rounds.";38;12000;"rgb";2048;"Mortar_2S12_01.jpg";"Mortar";"max, flight"
"Type  63  130mm  Multiple  Rocket  Launcher  MRL";"TYPE63_ROCKET";"Type 63 130mm Multiple Rocket Launcher MRL";"Type, 63, 130mm, Multiple, Rocket, Launcher, MRL";1;"The Type 63 towed 107mm, 12-tube multiple launch rocket was fielded by the PLA ground forces in vast numbers until the late 1990s. The weapon was used as a standard artillery weapon in infantry regiments to provide a short-range, intensive area firepower. Most Type 63s have been retired from active service, but a small number is still in service with the airborne and special forces. The Type 81 is an improved truck-mounted variant. The PLA recently introduced a new self-propelled 107mm rocket launcher design specifically designed for the airborne forces.";820;12000;"rgb";2048;"TYPE63_ROCKET_01.jpg";;"max, flight"
"The M-220 TOW Missile System";"m220";"m220";"m220";1;"The TOW missile system is a U.S. Designed series of anti-armor missiles and launchers. TOW is an acronym for Tube-launched, Optically-tracked Wire-guided. Variants of the TOW are used by infantry teams, on HMMWVs, on the Bradley Fighting Vehicle, the U.S. Marine Corps Improved Fighting Vehicle (IFV), on the Army Improved Tow Vehicle and on the Bell AH-1 Cobra attack helicopter platform. It has been supplanted on the AH-64 Apache by the newer Hellfire missile.";;12000;"rgb";2048;"m220_01.jpg";;"max, flight"
"Patriot Advanced Capability-3 (MIM-104 Patriot)";"pac3";"pac3";"pac3";1;"Patriot Advanced Capability-3 (PAC-3) is a high/medium advanced surface-to-air guided missile air defense system. BMDO planned to select either  the Extended Range Interceptor (ERINT), which was designed to destroy missiles by colliding with them or (2) the Patriot Multimode Interceptor, which incorporated a multimode seeker and an improved explosive warhead.";;12000;"rgb";2048;"pac3_01.jpg";"Guided";"max, flight"
"airport";"airport";"airport";"airport";1;0;18;12000;"rgb";2048;"airport_01.jpg";;"max, flight"
"Alpha MRAP";"Alpha";"Alpha MRAP";"Alpha,  MRAP PVI  Battelle";1;"The Alpha vehicle was a partnership with PVI and Battelle, whose ShieldAll™ ceramic armoring has reportedly survived recent testing against EFP land mines.  The USMC’s letter allegedly said that explosives testing of the Alpha had “caused concern regarding overall vehicle survivability,’’ and unspecified “automotive’’ and “human factors’’ also “preclude safe vehicle operation.’’ These issues were, said the letter “borne out’’ by a limited troop evaluation and the military “is convinced that remediation of this issue would require significant redesign…. The result would be an unacceptable delay to future production orders.’’";287;12000;"rgb";2048;"Alpha_01.jpg";"armored fighting vehicles";"max, flight"
"Grumman F8F Bearcat";"Bearcat";"Bearcat";"Grumman F8F, Bear, Grumman Bear, Bearkat, Bearkat Grumman,   Grumman Bearcat, F8F Bearcat, Bear G-58";1;"The Grumman F8F Bearcat (affectionately called ""Bear"") was an American single-engine naval fighter aircraft of the 1940s. It went on to serve into the mid-20th Century in the United States Navy and other air forces, and would be the company's final piston engined fighter aircraft.";73;12000;"rgb";2048;"Bearcat_01.jpg";"Fighter/Air Defense";"max, flight"
"BRDM-2  Reconnaissance  vehicle";"BRDM-2";"BRDM-2";"BRDM-2, BRDM-1,  Reconnaissance vehicle,  BTR-40PB, BTR-40P,  GAZ 41-08";1;"The BRDM-2  is an amphibious armoured patrol car used by Russia and the former Soviet Union. It was also known under designations BTR-40PB, BTR-40P-2 and GAZ 41-08. This vehicle, like many other Soviet designs, has been exported extensively and is in use in at least 38 countries. It was intended to replace the earlier BRDM-1 with a vehicle that had improved amphibious capabilities and better armament.";77;12000;"rgb";2048;"BRDM-2_01.jpg";"Armored fighting vehicle";"max, flight"
"BTR-80";"BTR-80";"BTR-80";"BTR-80, BTR-60,  BTR-70, APC";1;"The Soviets based the BTR-80 on the BTR-70 APC. It has a single 260-hp, V-8 turbocharged, water-cooled, diesel engine, an improvement over the twin gasoline engines installed in the BTR-60 and BTR-70 vehicles.";76;12000;"rgb";2048;"BTR-80_01.jpg";"Armored Fighting Vehicle";"max, flight"
"BTR-152";"BTR_152";"BTR-152";"BTR-152, BTR-140, BTR-60";1;"The BTR-152 (also known as BTR-140) was a non-amphibious Soviet wheeled armored personnel carrier that entered Soviet service in 1950. By the early 1970s it had been replaced in the infantry vehicle role by the BTR-60. However, it remained in service in the Soviet Army and the Russian Army until 1993 in a variety of other roles. It was also exported to many Third World countries where some still remain in service.";19;12000;"rgb";2048;"BTR_152_01.jpg";"Armored Fighting Vehicle";"max, flight"
"Buffalo";"Buffalo";"Buffalo 6x6";"Buffalo, Buffalo 6x6,  Casspir";1;"While the Casspir is a four wheeled vehicle, the Buffalo has six wheels. They are also fitted with a large articulated arm, used for ordnance disposal. Both vehicles incorporate a ""V"" shaped monohull chassis that directs the force of the blast away from the occupants. It is also now equipped with BAE Systems' LROD cage armor for additional protection against RPG-7 anti-tank rounds.";586;12000;"rgb";2048;"Buffalo_01.jpg";;"max, flight"
"BULL";"BULL";"BULL";"BULL, MRAP, Bull vehicle";1;"The vehicle, known as the Bull, has proven effective at repelling blasts from explosively formed penetrators, or EFPs. These roadside bombs have been particularly lethal in Iraq because they can pierce even heavily armored vehicles.";269;12000;"rgb";2048;"BULL_01.jpg";;"max, flight"
"M109 155-mm SP Howitzer";"Caesar";"Caesar";"Caesar, truck-mounted, Caesar Howitzer, Caesar truck, gun-howitzer";1;"The French Caesar truck-mounted gun-howitzer, developed by GIAT, is a successor to self-moving artillery guns, fitted with auxiliary power unit.  It evolved from the F3 self-propelled howitzer, based on the AMX-13 light tank chassis. This artillery system was designed to meet the fire support requirements of rapid deployment forces.";20;12000;"rgb";2048;"Caesar_01.jpg";"Self-propelled artillery";"max, flight"
"BAE Caiman";"Caiman";"Caiman";"Caiman, LMTV, FMTV, FMTV Caiman";1;"The Caiman is an armored vehicle with a V-hull design based on the Family of Medium Tactical Vehicles (FMTV) and Low Signature Armored Cab (LSAC), initially developed by Stewart & Stevenson. Stewart & Stevenson was later acquired by Armor Holdings in 2005 who developed the Caiman from the FMTV and LSAC designs.  Now develops and manufactures the Caiman as well as the Family of Medium Tactical Vehicles it is based on.";;12000;"rgb";2048;"Caiman_01.jpg";;"max, flight"
"Centauro  B-1";"Centauro";"Centauro B-1";"Centauro, B-1, Centauro B-1, Leopard 1";1;"The vehicle was developed in response to an Italian Army requirement for a tank destroyer with the firepower of the old Leopard 1 main battle tank then in service with the Italian Army but with greater strategic mobility. The main mission of the Centauro is to protect other lighter elements of the cavalry, using its good power-to-weight ratio, excellent range and cross country ability (despite the wheeled design) and computerized fire control system to accomplish this mission. Centauro entered production in 1991 and deliveries were complete by 2006.";21;12000;"rgb";2048;"Centauro_01.jpg";"Tank";"max, flight"
"Cheetah";"Cheetah";"Cheetah";"Cheetah, Cheetah MMPV,   MMPV";1;"The Cheetah MMPV (Medium Mine Protected Vehicle) is built by Force Protection Inc. It is the smallest of Force Protection's line-up, consisting of the (Buffalo, Cougar and the Cheetah). Its design is based on the RG-31 Charger class of light-armored vehicle and is intended as a reconnaissance, forward command and control, and urban operations vehicle for homeland security missions.";21;12000;"rgb";2048;"Cheetah_01.jpg";;"max, flight"
"CHEVY  AFGHAN";"CHEVY_AFGHAN";"CHEVY AFGHAN";"CHEVY, AFGHAN, Chevy Afghan,  Civilian Vehicle truck,  military pick-up";1;"Protected against small arms, land mines and IEDs using a combination of design features and materials to protect both the crew and engine compartment against a wide range of attacks.";817;12000;"rgb";2048;"CHEVY_AFGHAN_01.jpg";"Civilian Vehicle";"max, flight"
"Cougar  Type";"Cougar_6X6";"Cougar Type";"Cougar, Cougar Type, Cougar 6x6, Cougar 6, Cougar Vehicle";1;"The Cougar is a family of armored vehicles produced by Force Protection Inc, which manufactures ballistic and mine-protected vehicles. The automotives are integrated by Spartan Motors. These specialty vehicles are protected against small arms, land mines and IEDs using a combination of design features and materials to protect both the crew and engine compartment against a wide range of attacks.";22;12000;"rgb";2048;"Cougar_6X6_01.jpg";"Light/Patrol Craft";"max, flight"
"Cougar  H  Series  4X4";"Cougar_H_Series_4X4";"Cougar H Series 4X4";"Cougar, Cougar 4, Cougar 4x4, Cougar H, Cougar Serie, Cougar Vehicle,  HEV Tempest, MPV Badger,  ILAV,  Wolfhound,  Mastiff,  PPV,  Ridgeback PPV";1;"The Cougar is a family of armored vehicles produced by Force Protection Inc, which manufactures ballistic and mine-protected vehicles. The automotives are integrated by Spartan Motors. These specialty vehicles are protected against small arms, land mines and IEDs using a combination of design features and materials to protect both the crew and engine compartment against a wide range of attacks.";23;12000;"rgb";2048;"Cougar_H_Series_4X4_01.jpg";"Armored Utility Vehicle";"max, flight"
"Dana  Howitzer-77";"Dana_Howitzer-77";"Dana Howitzer-77";"Dana, Howitzer-77, Dana Howitzer-77";1;"The DANA (self-propelled auto-loading gun) was designed by Konštrukta Trenčín and built by ZTS Dubnica nad Váhom in the former Czechoslovakia (now Slovakia) as the first wheeled 152 mm self-propelled artillery gun to enter service. It was introduced in the 1970s. It is based on the 8x8 Tatra 815 truck, the best off-road truck at the time. Currently it is in service with the Czech Republic, Libya, Poland, Georgia and Slovakia.";98;12000;"rgb";2048;"Dana_Howitzer-77_01.jpg";"Self-propelled Artillery";"max, flight"
"ATF Dingo";"Dingo";"Dingo";"Dingo,  KMW, Grizzly,  Mungo,  ESK,  Rheinmetall,  YAK,  Boxer,  Enok";1;"5-foot long, six-foot wide vehicle will be capable of carrying a payload of up to 2000 pounds of weapons, supplies or personnel. It will assist with not only taking some of the load carriage off the individual soldier, but he also provides a host of other functions. Primarily water generation (and) water purification. It's a recharging battery station for all the individual Objective Force Warriors in the squad. It acts as a weapons platform. It has day and night thermal, infrared and forward-looking imaging systems inside the nose of the mule, as well as chemical-biological sensors. The mule can also communicate with unmanned aerial vehicles to give the squad members a true 360-degree image of the battlefield. Currently this capability isn't available below the battalion level. It's a follower, and it can be manipulated and brought forth by any member of the squad.";24;12000;"rgb";2048;"Dingo_01.jpg";"Armored Utility Vehicle";"max, flight"
"Fennek";"fennek";"fennek";"fennek";1;"The Fennek  is a four wheeled armed reconnaissance vehicle produced by the German company Krauss-Maffei Wegmann and Dutch Defence Vehicle Systems. It was developed for both the German Army and Royal Netherlands Army to replace their current vehicles.";266;12000;"rgb";2048;"fennek_01.jpg";"Armored Utility Vehicle";"max, flight"
"Ford";"Ford";"Ford";"Ford, Ford F350";1;"The F-350 Super Duty COMBATT demonstration vehicle has been structurally modified to handle gross vehicle weights of 12,700 pounds. The truck has enhanced axle differentials, upgraded suspension, electronically controlled high performance shock absorbers, supplemental air springs, a central tire inflation system and 37-inch tires with a run-flat system. The vehicle's ride height, tire pressure and firmness automatically adjust to the challenging driving conditions a military vehicle encounters. The truck has protective shielding on the underside as a safeguard in rough terrain.";785;12000;"rgb";2048;"Ford_01.jpg";"Civilian Vehicle";"max, flight"
"FORD350  Bronco 2  Utility";"FORD350_2_Utility";"FORD350 2 Utility";"FORD350, Ford F350, Ford Bronco Utility";1;"The Ford pick-up truck has to be one of the most well-known tough-duty vehicles in the commercial arena. However the same design has also made an impression on the military market.  In early 2000 Ford produced a concept truck for the US Army based on their popular F-350 super duty crew cab. The design was structurally modified and equipped with advanced drive train, suspension, electrical and electronic components and was able to pass a series of desert field trials.";270;12000;"rgb";2048;"FORD350_2_Utility_01.jpg";"Civilian Vehicle";"max, flight"
"G6 155-mm Howitzer";"G6_HOWITZER";"G6 HOWITZER";"G6, G6 HOWITZER, G6 M1A3, G6 Marksman";1;"The GAZ-66 is a Russian 4x4 all-road (off road) military truck produced by GAZ. It was the main transport vehicle for motorized infantry of the Soviet Army";270;12000;"rgb";2048;"G6_HOWITZER_01.jpg";"Self-propelled Artillery";"max, flight"
"GAZ-66  4x4  2000-kg  truck";"Gaz-66";"GAZ-66";"Gaz-66, Shishiga, Gaz-66 vehicle";1;"The GAZ-66 is a Russian 4x4 all-road (off road) military truck produced by GAZ. It was the main transport vehicle for motorized infantry of the Soviet Army and is still employed in former Soviet Union countries. It is nicknamed shishiga.";111;12000;"rgb";2048;"Gaz-66_01.jpg";"Large Wheeled Utility Vehicle";"max, flight"
"GCD";"GCD";"GCD";"GCD, GCD";1;"Ground Control Deployment";;12000;"rgb";2048;"GCD_01.jpg";"Mortar";"max, flight"
"GMC  Sierra  Utility";"GMC_Sierra_Utility";"GMC Sierra Utility";"GMC, GMC Sierra Utility, Military GMC, Military pick-up";1;"By World War II, GMC had taken on truck production projects to create six-wheel-drive military trucks, dump trucks, tankers, bomb transporters and fire engines. It wasn't until the postwar era that the company focused most of its efforts on the consumer market.";738;12000;"rgb";2048;"GMC_Sierra_Utility_01.jpg";"Civilian Vehicle";"max, flight"
"HMMWV  M998-series";"HMMWV";"HMMWV";"HMMWV, Tiuna, GAZ-2975, Gama Goat,  Tigr, Mahindra Axe, LSV, ELBO/Plasan Sasa";1;"The High Mobility Multipurpose Wheeled Vehicle (HMMWV or Humvee) is a military 4WD motor vehicle created by AM General. It has largely supplanted the roles formerly served by smaller Jeeps such as the M151 1/4 ton MUTT, the M561 ""Gama Goat"", their M718A1 and M792 ambulance versions, the CUCV, and other light trucks. Primarily used by the United States military, it is also by a number of other countries and organizations and in civilian adaptations.";;12000;"rgb";2048;"HMMWV_01.jpg";"Small wheeled utility vehicle";"max, flight"
"ARV Husky";"Husky";"ARV Husky";"ARV, Husky, Husky vehicle, ARV Husky";1;"The AVGP (Armoured Vehicle General Purpose) is a series of three armoured fighting vehicles purchased by the Canadian military in the late 1970s. The three vehicles are the Cougar, Grizzly and Husky.  Designed to provide mechanical support for the other two vehicles.";25;12000;"rgb";2048;"Husky_01.jpg";"Small wheeled utility vehicle";"max, flight"
